claim_id,synthesis_cluster,source_id,note_id,dimension,validation_status,memo_section_target
CLM_C1_Q02_002,"Credit, leverage, collateral, and monetary policy",PDF009,C1_Q02,causality,validated_paraphrase,3. Conceptual objects
CLM_C1_Q02_002,Unbalanced growth and overvaluation,PDF009,C1_Q02,causality,validated_paraphrase,3. Conceptual objects
CLM_C1_Q02_002,Debt rollover and dynamic efficiency,PDF009,C1_Q02,causality,validated_paraphrase,3. Conceptual objects
CLM_C1_Q02_003,Definitions and conceptual separations,PDF010,C1_Q02,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_C1_Q02_003,Asset-price and wealth-measurement claims,PDF010,C1_Q02,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_C1_Q02_003,Growth and capital-formation mechanisms,PDF010,C1_Q02,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_C1_Q02_003,"Credit, leverage, collateral, and monetary policy",PDF010,C1_Q02,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_C1_Q02_003,Debt rollover and dynamic efficiency,PDF010,C1_Q02,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_C1_Q02_004,Definitions and conceptual separations,PDF011,C1_Q02,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_C1_Q02_004,Asset-price and wealth-measurement claims,PDF011,C1_Q02,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_C1_Q02_004,Growth and capital-formation mechanisms,PDF011,C1_Q02,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_C1_Q02_004,"Credit, leverage, collateral, and monetary policy",PDF011,C1_Q02,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_C1_Q02_004,Debt rollover and dynamic efficiency,PDF011,C1_Q02,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_C1_Q03_001,Growth and capital-formation mechanisms,MULTI,C1_Q03,variables_parameters,needs_page,1. Introduction
CLM_C1_Q03_001,"Credit, leverage, collateral, and monetary policy",MULTI,C1_Q03,variables_parameters,needs_page,1. Introduction
CLM_C1_Q03_001,Debt rollover and dynamic efficiency,MULTI,C1_Q03,variables_parameters,needs_page,1. Introduction
CLM_C1_Q03_002,Definitions and conceptual separations,PDF009,C1_Q03,causality,validated_paraphrase,3. Conceptual objects
CLM_C1_Q03_002,Asset-price and wealth-measurement claims,PDF009,C1_Q03,causality,validated_paraphrase,3. Conceptual objects
CLM_C1_Q03_002,Growth and capital-formation mechanisms,PDF009,C1_Q03,causality,validated_paraphrase,3. Conceptual objects
CLM_C1_Q03_002,"Credit, leverage, collateral, and monetary policy",PDF009,C1_Q03,causality,validated_paraphrase,3. Conceptual objects
CLM_C1_Q03_002,Unbalanced growth and overvaluation,PDF009,C1_Q03,causality,validated_paraphrase,3. Conceptual objects
CLM_C1_Q03_002,Debt rollover and dynamic efficiency,PDF009,C1_Q03,causality,validated_paraphrase,3. Conceptual objects
CLM_C1_Q03_003,Definitions and conceptual separations,PDF010,C1_Q03,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_C1_Q03_003,Asset-price and wealth-measurement claims,PDF010,C1_Q03,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_C1_Q03_003,Growth and capital-formation mechanisms,PDF010,C1_Q03,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_C1_Q03_003,"Credit, leverage, collateral, and monetary policy",PDF010,C1_Q03,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_C1_Q03_003,Debt rollover and dynamic efficiency,PDF010,C1_Q03,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_C1_Q03_004,Definitions and conceptual separations,PDF011,C1_Q03,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_C1_Q03_004,Asset-price and wealth-measurement claims,PDF011,C1_Q03,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_C1_Q03_004,Growth and capital-formation mechanisms,PDF011,C1_Q03,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_C1_Q03_004,"Credit, leverage, collateral, and monetary policy",PDF011,C1_Q03,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_C1_Q03_004,Debt rollover and dynamic efficiency,PDF011,C1_Q03,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_C1_Q04_001,Growth and capital-formation mechanisms,MULTI,C1_Q04,variables_parameters,needs_page,1. Introduction
CLM_C1_Q04_001,"Credit, leverage, collateral, and monetary policy",MULTI,C1_Q04,variables_parameters,needs_page,1. Introduction
CLM_C1_Q04_001,Debt rollover and dynamic efficiency,MULTI,C1_Q04,variables_parameters,needs_page,1. Introduction
CLM_C1_Q04_002,Definitions and conceptual separations,PDF009,C1_Q04,causality,validated_paraphrase,3. Conceptual objects
CLM_C1_Q04_002,Asset-price and wealth-measurement claims,PDF009,C1_Q04,causality,validated_paraphrase,3. Conceptual objects
CLM_C1_Q04_002,Growth and capital-formation mechanisms,PDF009,C1_Q04,causality,validated_paraphrase,3. Conceptual objects
CLM_C1_Q04_002,"Credit, leverage, collateral, and monetary policy",PDF009,C1_Q04,causality,validated_paraphrase,3. Conceptual objects
CLM_C1_Q04_002,Unbalanced growth and overvaluation,PDF009,C1_Q04,causality,validated_paraphrase,3. Conceptual objects
CLM_C1_Q04_002,Debt rollover and dynamic efficiency,PDF009,C1_Q04,causality,validated_paraphrase,3. Conceptual objects
CLM_C1_Q04_003,Definitions and conceptual separations,PDF010,C1_Q04,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_C1_Q04_003,Asset-price and wealth-measurement claims,PDF010,C1_Q04,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_C1_Q04_003,Growth and capital-formation mechanisms,PDF010,C1_Q04,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_C1_Q04_003,"Credit, leverage, collateral, and monetary policy",PDF010,C1_Q04,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_C1_Q04_003,Debt rollover and dynamic efficiency,PDF010,C1_Q04,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_C1_Q04_004,Definitions and conceptual separations,PDF011,C1_Q04,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_C1_Q04_004,Asset-price and wealth-measurement claims,PDF011,C1_Q04,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_C1_Q04_004,Growth and capital-formation mechanisms,PDF011,C1_Q04,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_C1_Q04_004,"Credit, leverage, collateral, and monetary policy",PDF011,C1_Q04,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_C1_Q04_004,Debt rollover and dynamic efficiency,PDF011,C1_Q04,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_C1_Q05_001,Growth and capital-formation mechanisms,MULTI,C1_Q05,variables_parameters,needs_page,1. Introduction
CLM_C1_Q05_001,"Credit, leverage, collateral, and monetary policy",MULTI,C1_Q05,variables_parameters,needs_page,1. Introduction
CLM_C1_Q05_001,Debt rollover and dynamic efficiency,MULTI,C1_Q05,variables_parameters,needs_page,1. Introduction
CLM_C1_Q05_002,Definitions and conceptual separations,PDF009,C1_Q05,causality,validated_paraphrase,3. Conceptual objects
CLM_C1_Q05_002,Asset-price and wealth-measurement claims,PDF009,C1_Q05,causality,validated_paraphrase,3. Conceptual objects
CLM_C1_Q05_002,Growth and capital-formation mechanisms,PDF009,C1_Q05,causality,validated_paraphrase,3. Conceptual objects
CLM_C1_Q05_002,"Credit, leverage, collateral, and monetary policy",PDF009,C1_Q05,causality,validated_paraphrase,3. Conceptual objects
CLM_C1_Q05_002,Unbalanced growth and overvaluation,PDF009,C1_Q05,causality,validated_paraphrase,3. Conceptual objects
CLM_C1_Q05_002,Debt rollover and dynamic efficiency,PDF009,C1_Q05,causality,validated_paraphrase,3. Conceptual objects
CLM_C1_Q05_003,Definitions and conceptual separations,PDF010,C1_Q05,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_C1_Q05_003,Asset-price and wealth-measurement claims,PDF010,C1_Q05,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_C1_Q05_003,Growth and capital-formation mechanisms,PDF010,C1_Q05,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_C1_Q05_003,"Credit, leverage, collateral, and monetary policy",PDF010,C1_Q05,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_C1_Q05_003,Debt rollover and dynamic efficiency,PDF010,C1_Q05,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_C1_Q05_004,Definitions and conceptual separations,PDF011,C1_Q05,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_C1_Q05_004,Asset-price and wealth-measurement claims,PDF011,C1_Q05,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_C1_Q05_004,Growth and capital-formation mechanisms,PDF011,C1_Q05,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_C1_Q05_004,"Credit, leverage, collateral, and monetary policy",PDF011,C1_Q05,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_C1_Q05_004,Debt rollover and dynamic efficiency,PDF011,C1_Q05,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_C2_Q01_001,Growth and capital-formation mechanisms,MULTI,C2_Q01,variables_parameters,needs_page,1. Introduction
CLM_C2_Q01_001,"Credit, leverage, collateral, and monetary policy",MULTI,C2_Q01,variables_parameters,needs_page,1. Introduction
CLM_C2_Q01_001,Debt rollover and dynamic efficiency,MULTI,C2_Q01,variables_parameters,needs_page,1. Introduction
CLM_C2_Q01_002,Growth and capital-formation mechanisms,PDF004,C2_Q01,variables_parameters,validated_paraphrase,5. Mechanism II
CLM_C2_Q01_002,"Credit, leverage, collateral, and monetary policy",PDF004,C2_Q01,variables_parameters,validated_paraphrase,5. Mechanism II
CLM_C2_Q01_002,Debt rollover and dynamic efficiency,PDF004,C2_Q01,variables_parameters,validated_paraphrase,5. Mechanism II
CLM_C2_Q01_002,Wobbly dynamics and endogenous instability,PDF004,C2_Q01,variables_parameters,validated_paraphrase,5. Mechanism II
CLM_C2_Q01_003,Unbalanced growth and overvaluation,PDF006,C2_Q01,variables_parameters,validated_paraphrase,8. Wobbly dynamics
CLM_C2_Q01_003,Debt rollover and dynamic efficiency,PDF006,C2_Q01,variables_parameters,validated_paraphrase,8. Wobbly dynamics
CLM_C2_Q01_003,Wobbly dynamics and endogenous instability,PDF006,C2_Q01,variables_parameters,validated_paraphrase,8. Wobbly dynamics
CLM_C2_Q01_004,Definitions and conceptual separations,PDF007,C2_Q01,causality,validated_paraphrase,3. Conceptual objects
CLM_C2_Q01_004,Growth and capital-formation mechanisms,PDF007,C2_Q01,causality,validated_paraphrase,3. Conceptual objects
CLM_C2_Q01_004,"Credit, leverage, collateral, and monetary policy",PDF007,C2_Q01,causality,validated_paraphrase,3. Conceptual objects
CLM_C2_Q01_004,Unbalanced growth and overvaluation,PDF007,C2_Q01,causality,validated_paraphrase,3. Conceptual objects
CLM_C2_Q01_004,Debt rollover and dynamic efficiency,PDF007,C2_Q01,causality,validated_paraphrase,3. Conceptual objects
CLM_C2_Q02_001,Debt rollover and dynamic efficiency,MULTI,C2_Q02,variables_parameters,needs_page,8. Wobbly dynamics
CLM_C2_Q02_001,Wobbly dynamics and endogenous instability,MULTI,C2_Q02,variables_parameters,needs_page,8. Wobbly dynamics
CLM_C2_Q02_002,Growth and capital-formation mechanisms,PDF004,C2_Q02,variables_parameters,validated_paraphrase,5. Mechanism II
CLM_C2_Q02_002,"Credit, leverage, collateral, and monetary policy",PDF004,C2_Q02,variables_parameters,validated_paraphrase,5. Mechanism II
CLM_C2_Q02_002,Debt rollover and dynamic efficiency,PDF004,C2_Q02,variables_parameters,validated_paraphrase,5. Mechanism II
CLM_C2_Q02_002,Wobbly dynamics and endogenous instability,PDF004,C2_Q02,variables_parameters,validated_paraphrase,5. Mechanism II
CLM_C2_Q02_003,Unbalanced growth and overvaluation,PDF006,C2_Q02,variables_parameters,validated_paraphrase,8. Wobbly dynamics
CLM_C2_Q02_003,Debt rollover and dynamic efficiency,PDF006,C2_Q02,variables_parameters,validated_paraphrase,8. Wobbly dynamics
CLM_C2_Q02_003,Wobbly dynamics and endogenous instability,PDF006,C2_Q02,variables_parameters,validated_paraphrase,8. Wobbly dynamics
CLM_C2_Q02_004,Definitions and conceptual separations,PDF007,C2_Q02,causality,validated_paraphrase,3. Conceptual objects
CLM_C2_Q02_004,Growth and capital-formation mechanisms,PDF007,C2_Q02,causality,validated_paraphrase,3. Conceptual objects
CLM_C2_Q02_004,"Credit, leverage, collateral, and monetary policy",PDF007,C2_Q02,causality,validated_paraphrase,3. Conceptual objects
CLM_C2_Q02_004,Unbalanced growth and overvaluation,PDF007,C2_Q02,causality,validated_paraphrase,3. Conceptual objects
CLM_C2_Q02_004,Debt rollover and dynamic efficiency,PDF007,C2_Q02,causality,validated_paraphrase,3. Conceptual objects
CLM_C2_Q03_001,"Credit, leverage, collateral, and monetary policy",MULTI,C2_Q03,variables_parameters,needs_page,1. Introduction
CLM_C2_Q03_001,Debt rollover and dynamic efficiency,MULTI,C2_Q03,variables_parameters,needs_page,1. Introduction
CLM_C2_Q03_001,Wobbly dynamics and endogenous instability,MULTI,C2_Q03,variables_parameters,needs_page,1. Introduction
CLM_C2_Q03_001,Critical adaptation to urban land-rent financialization in Latin America,MULTI,C2_Q03,variables_parameters,needs_page,1. Introduction
CLM_C2_Q03_002,Growth and capital-formation mechanisms,PDF004,C2_Q03,variables_parameters,validated_paraphrase,5. Mechanism II
CLM_C2_Q03_002,"Credit, leverage, collateral, and monetary policy",PDF004,C2_Q03,variables_parameters,validated_paraphrase,5. Mechanism II
CLM_C2_Q03_002,Debt rollover and dynamic efficiency,PDF004,C2_Q03,variables_parameters,validated_paraphrase,5. Mechanism II
CLM_C2_Q03_002,Wobbly dynamics and endogenous instability,PDF004,C2_Q03,variables_parameters,validated_paraphrase,5. Mechanism II
CLM_C2_Q03_003,Unbalanced growth and overvaluation,PDF006,C2_Q03,variables_parameters,validated_paraphrase,8. Wobbly dynamics
CLM_C2_Q03_003,Debt rollover and dynamic efficiency,PDF006,C2_Q03,variables_parameters,validated_paraphrase,8. Wobbly dynamics
CLM_C2_Q03_003,Wobbly dynamics and endogenous instability,PDF006,C2_Q03,variables_parameters,validated_paraphrase,8. Wobbly dynamics
CLM_C2_Q03_004,Definitions and conceptual separations,PDF007,C2_Q03,causality,validated_paraphrase,3. Conceptual objects
CLM_C2_Q03_004,Growth and capital-formation mechanisms,PDF007,C2_Q03,causality,validated_paraphrase,3. Conceptual objects
CLM_C2_Q03_004,"Credit, leverage, collateral, and monetary policy",PDF007,C2_Q03,causality,validated_paraphrase,3. Conceptual objects
CLM_C2_Q03_004,Unbalanced growth and overvaluation,PDF007,C2_Q03,causality,validated_paraphrase,3. Conceptual objects
CLM_C2_Q03_004,Debt rollover and dynamic efficiency,PDF007,C2_Q03,causality,validated_paraphrase,3. Conceptual objects
CLM_C2_Q04_001,Definitions and conceptual separations,MULTI,C2_Q04,variables_parameters,needs_page,4. Mechanism I
CLM_C2_Q04_001,Growth and capital-formation mechanisms,MULTI,C2_Q04,variables_parameters,needs_page,4. Mechanism I
CLM_C2_Q04_001,Unbalanced growth and overvaluation,MULTI,C2_Q04,variables_parameters,needs_page,4. Mechanism I
CLM_C2_Q04_001,Debt rollover and dynamic efficiency,MULTI,C2_Q04,variables_parameters,needs_page,4. Mechanism I
CLM_C2_Q04_001,Critical adaptation to urban land-rent financialization in Latin America,MULTI,C2_Q04,variables_parameters,needs_page,4. Mechanism I
CLM_C2_Q04_002,Growth and capital-formation mechanisms,PDF004,C2_Q04,variables_parameters,validated_paraphrase,5. Mechanism II
CLM_C2_Q04_002,"Credit, leverage, collateral, and monetary policy",PDF004,C2_Q04,variables_parameters,validated_paraphrase,5. Mechanism II
CLM_C2_Q04_002,Debt rollover and dynamic efficiency,PDF004,C2_Q04,variables_parameters,validated_paraphrase,5. Mechanism II
CLM_C2_Q04_002,Wobbly dynamics and endogenous instability,PDF004,C2_Q04,variables_parameters,validated_paraphrase,5. Mechanism II
CLM_C2_Q04_003,Unbalanced growth and overvaluation,PDF006,C2_Q04,variables_parameters,validated_paraphrase,8. Wobbly dynamics
CLM_C2_Q04_003,Debt rollover and dynamic efficiency,PDF006,C2_Q04,variables_parameters,validated_paraphrase,8. Wobbly dynamics
CLM_C2_Q04_003,Wobbly dynamics and endogenous instability,PDF006,C2_Q04,variables_parameters,validated_paraphrase,8. Wobbly dynamics
CLM_C2_Q04_004,Definitions and conceptual separations,PDF007,C2_Q04,causality,validated_paraphrase,3. Conceptual objects
CLM_C2_Q04_004,Growth and capital-formation mechanisms,PDF007,C2_Q04,causality,validated_paraphrase,3. Conceptual objects
CLM_C2_Q04_004,"Credit, leverage, collateral, and monetary policy",PDF007,C2_Q04,causality,validated_paraphrase,3. Conceptual objects
CLM_C2_Q04_004,Unbalanced growth and overvaluation,PDF007,C2_Q04,causality,validated_paraphrase,3. Conceptual objects
CLM_C2_Q04_004,Debt rollover and dynamic efficiency,PDF007,C2_Q04,causality,validated_paraphrase,3. Conceptual objects
CLM_C2_Q05_001,"Credit, leverage, collateral, and monetary policy",MULTI,C2_Q05,variables_parameters,needs_page,8. Wobbly dynamics
CLM_C2_Q05_001,Debt rollover and dynamic efficiency,MULTI,C2_Q05,variables_parameters,needs_page,8. Wobbly dynamics
CLM_C2_Q05_001,Wobbly dynamics and endogenous instability,MULTI,C2_Q05,variables_parameters,needs_page,8. Wobbly dynamics
CLM_C2_Q05_001,Critical adaptation to urban land-rent financialization in Latin America,MULTI,C2_Q05,variables_parameters,needs_page,8. Wobbly dynamics
CLM_C2_Q05_002,Growth and capital-formation mechanisms,PDF004,C2_Q05,variables_parameters,validated_paraphrase,5. Mechanism II
CLM_C2_Q05_002,"Credit, leverage, collateral, and monetary policy",PDF004,C2_Q05,variables_parameters,validated_paraphrase,5. Mechanism II
CLM_C2_Q05_002,Debt rollover and dynamic efficiency,PDF004,C2_Q05,variables_parameters,validated_paraphrase,5. Mechanism II
CLM_C2_Q05_002,Wobbly dynamics and endogenous instability,PDF004,C2_Q05,variables_parameters,validated_paraphrase,5. Mechanism II
CLM_C2_Q05_003,Unbalanced growth and overvaluation,PDF006,C2_Q05,variables_parameters,validated_paraphrase,8. Wobbly dynamics
CLM_C2_Q05_003,Debt rollover and dynamic efficiency,PDF006,C2_Q05,variables_parameters,validated_paraphrase,8. Wobbly dynamics
CLM_C2_Q05_003,Wobbly dynamics and endogenous instability,PDF006,C2_Q05,variables_parameters,validated_paraphrase,8. Wobbly dynamics
CLM_C2_Q05_004,Definitions and conceptual separations,PDF007,C2_Q05,causality,validated_paraphrase,3. Conceptual objects
CLM_C2_Q05_004,Growth and capital-formation mechanisms,PDF007,C2_Q05,causality,validated_paraphrase,3. Conceptual objects
CLM_C2_Q05_004,"Credit, leverage, collateral, and monetary policy",PDF007,C2_Q05,causality,validated_paraphrase,3. Conceptual objects
CLM_C2_Q05_004,Unbalanced growth and overvaluation,PDF007,C2_Q05,causality,validated_paraphrase,3. Conceptual objects
CLM_C2_Q05_004,Debt rollover and dynamic efficiency,PDF007,C2_Q05,causality,validated_paraphrase,3. Conceptual objects
CLM_C3_Q01_001,Growth and capital-formation mechanisms,MULTI,C3_Q01,variables_parameters,needs_page,1. Introduction
CLM_C3_Q01_001,"Credit, leverage, collateral, and monetary policy",MULTI,C3_Q01,variables_parameters,needs_page,1. Introduction
CLM_C3_Q01_001,Debt rollover and dynamic efficiency,MULTI,C3_Q01,variables_parameters,needs_page,1. Introduction
CLM_C3_Q01_002,Definitions and conceptual separations,PDF003,C3_Q01,variables_parameters,validated_paraphrase,4. Mechanism I
CLM_C3_Q01_002,Growth and capital-formation mechanisms,PDF003,C3_Q01,variables_parameters,validated_paraphrase,4. Mechanism I
CLM_C3_Q01_002,"Credit, leverage, collateral, and monetary policy",PDF003,C3_Q01,variables_parameters,validated_paraphrase,4. Mechanism I
CLM_C3_Q01_002,Debt rollover and dynamic efficiency,PDF003,C3_Q01,variables_parameters,validated_paraphrase,4. Mechanism I
CLM_C3_Q01_002,Wobbly dynamics and endogenous instability,PDF003,C3_Q01,variables_parameters,validated_paraphrase,4. Mechanism I
CLM_C3_Q01_003,Growth and capital-formation mechanisms,PDF013,C3_Q01,variables_parameters,validated_paraphrase,5. Mechanism II
CLM_C3_Q01_003,"Credit, leverage, collateral, and monetary policy",PDF013,C3_Q01,variables_parameters,validated_paraphrase,5. Mechanism II
CLM_C3_Q01_003,Debt rollover and dynamic efficiency,PDF013,C3_Q01,variables_parameters,validated_paraphrase,5. Mechanism II
CLM_C3_Q02_001,Growth and capital-formation mechanisms,MULTI,C3_Q02,variables_parameters,needs_page,1. Introduction
CLM_C3_Q02_001,"Credit, leverage, collateral, and monetary policy",MULTI,C3_Q02,variables_parameters,needs_page,1. Introduction
CLM_C3_Q02_001,Debt rollover and dynamic efficiency,MULTI,C3_Q02,variables_parameters,needs_page,1. Introduction
CLM_C3_Q02_002,Definitions and conceptual separations,PDF003,C3_Q02,variables_parameters,validated_paraphrase,4. Mechanism I
CLM_C3_Q02_002,Growth and capital-formation mechanisms,PDF003,C3_Q02,variables_parameters,validated_paraphrase,4. Mechanism I
CLM_C3_Q02_002,"Credit, leverage, collateral, and monetary policy",PDF003,C3_Q02,variables_parameters,validated_paraphrase,4. Mechanism I
CLM_C3_Q02_002,Debt rollover and dynamic efficiency,PDF003,C3_Q02,variables_parameters,validated_paraphrase,4. Mechanism I
CLM_C3_Q02_002,Wobbly dynamics and endogenous instability,PDF003,C3_Q02,variables_parameters,validated_paraphrase,4. Mechanism I
CLM_C3_Q02_003,Growth and capital-formation mechanisms,PDF013,C3_Q02,variables_parameters,validated_paraphrase,5. Mechanism II
CLM_C3_Q02_003,"Credit, leverage, collateral, and monetary policy",PDF013,C3_Q02,variables_parameters,validated_paraphrase,5. Mechanism II
CLM_C3_Q02_003,Debt rollover and dynamic efficiency,PDF013,C3_Q02,variables_parameters,validated_paraphrase,5. Mechanism II
CLM_C3_Q03_001,Growth and capital-formation mechanisms,MULTI,C3_Q03,variables_parameters,needs_page,1. Introduction
CLM_C3_Q03_001,"Credit, leverage, collateral, and monetary policy",MULTI,C3_Q03,variables_parameters,needs_page,1. Introduction
CLM_C3_Q03_001,Debt rollover and dynamic efficiency,MULTI,C3_Q03,variables_parameters,needs_page,1. Introduction
CLM_C3_Q03_002,Definitions and conceptual separations,PDF003,C3_Q03,variables_parameters,validated_paraphrase,4. Mechanism I
CLM_C3_Q03_002,Growth and capital-formation mechanisms,PDF003,C3_Q03,variables_parameters,validated_paraphrase,4. Mechanism I
CLM_C3_Q03_002,"Credit, leverage, collateral, and monetary policy",PDF003,C3_Q03,variables_parameters,validated_paraphrase,4. Mechanism I
CLM_C3_Q03_002,Debt rollover and dynamic efficiency,PDF003,C3_Q03,variables_parameters,validated_paraphrase,4. Mechanism I
CLM_C3_Q03_002,Wobbly dynamics and endogenous instability,PDF003,C3_Q03,variables_parameters,validated_paraphrase,4. Mechanism I
CLM_C3_Q03_003,Growth and capital-formation mechanisms,PDF013,C3_Q03,variables_parameters,validated_paraphrase,5. Mechanism II
CLM_C3_Q03_003,"Credit, leverage, collateral, and monetary policy",PDF013,C3_Q03,variables_parameters,validated_paraphrase,5. Mechanism II
CLM_C3_Q03_003,Debt rollover and dynamic efficiency,PDF013,C3_Q03,variables_parameters,validated_paraphrase,5. Mechanism II
CLM_C3_Q04_001,Growth and capital-formation mechanisms,MULTI,C3_Q04,variables_parameters,needs_page,1. Introduction
CLM_C3_Q04_001,"Credit, leverage, collateral, and monetary policy",MULTI,C3_Q04,variables_parameters,needs_page,1. Introduction
CLM_C3_Q04_001,Debt rollover and dynamic efficiency,MULTI,C3_Q04,variables_parameters,needs_page,1. Introduction
